"from","to","color","arrows","length","width","label","font.size","font.color","log2FC.x","mlog10padj.x","sig.x","log2FC.y","mlog10padj.y","sig.y"
"LPA_18:1","PA_18:1_19:1","black","to",100,1,"",0,"black",-0.540964676683492,1.79430859556771,"yes",-3.37902409991948,2.12740452839191,"yes"
"PA_18:1_19:1","DAG_18:1_19:1","black","to",100,1,"",0,"black",-3.37902409991948,2.12740452839191,"yes",-3.44197998514468,2.12740452839191,"yes"
"DAG_18:1_19:1","PC_18:1_19:1","black","to",100,1,"",0,"black",-3.44197998514468,2.12740452839191,"yes",-3.58922161768942,2.13630193281158,"yes"
"PC_18:1_19:1","LPC_18:1","black","to",100,1,"",0,"black",-3.58922161768942,2.13630193281158,"yes",0.110192516686674,0.046176891214049,"no"
"LPA_18:1","PA_18:1_20:1","black","to",100,1,"",0,"black",-0.540964676683492,1.79430859556771,"yes",-1.22868233880769,1.48852707890005,"yes"
"PA_18:1_20:1","DAG_18:1_20:1","black","to",100,1,"",0,"black",-1.22868233880769,1.48852707890005,"yes",-1.23335239220461,1.49037874090284,"yes"
"DAG_18:1_20:1","PC_18:1_20:1","#7272FF","to",100,8,"",0,"black",-1.23335239220461,1.49037874090284,"yes",-1.18827078911092,1.38635524321937,"yes"
"PC_18:1_20:1","LPC_18:1","black","to",100,1,"",0,"black",-1.18827078911092,1.38635524321937,"yes",0.110192516686674,0.046176891214049,"no"
"LPA_18:1","PA_18:1_20:2","#3939FF","to",100,10,"",0,"black",-0.540964676683492,1.79430859556771,"yes",-2.48959191632964,1.80030361415064,"yes"
"PA_18:1_20:2","DAG_18:1_20:2","black","to",100,1,"",0,"black",-2.48959191632964,1.80030361415064,"yes",-2.50386578806478,1.80030361415064,"yes"
"DAG_18:1_20:2","PC_18:1_20:2","#3939FF","to",100,10,"",0,"black",-2.50386578806478,1.80030361415064,"yes",-2.45219564689097,1.80030361415064,"yes"
"PC_18:1_20:2","LPC_18:1","black","to",100,1,"",0,"black",-2.45219564689097,1.80030361415064,"yes",0.110192516686674,0.046176891214049,"no"
"LPA_18:1","PA_18:1_22:6","black","to",100,1,"",0,"black",-0.540964676683492,1.79430859556771,"yes",4.1762072740188,1.22295190253531,"no"
"PA_18:1_22:6","DAG_18:1_22:6","black","to",100,1,"",0,"black",4.1762072740188,1.22295190253531,"no",4.1762072740188,1.22295190253531,"no"
"DAG_18:1_22:6","PC_18:1_22:6","#FF3939","to",100,10,"",0,"black",4.1762072740188,1.22295190253531,"no",3.94857814243513,1.07077789112949,"no"
"PC_18:1_22:6","LPC_18:1","black","to",100,1,"",0,"black",3.94857814243513,1.07077789112949,"no",0.110192516686674,0.046176891214049,"no"
"DAG_18:1_19:1","PE_18:1_19:1","#0000FF","to",100,12,"",0,"black",-3.44197998514468,2.12740452839191,"yes",-3.18531430519606,2.0235842235706,"yes"
"PE_18:1_19:1","PC_18:1_19:1","#0000FF","to",100,12,"",0,"black",-3.18531430519606,2.0235842235706,"yes",-3.58922161768942,2.13630193281158,"yes"
"DAG_18:1_20:1","PE_18:1_20:1","black","to",100,1,"",0,"black",-1.23335239220461,1.49037874090284,"yes",-1.26446343639133,1.49037874090284,"yes"
"PE_18:1_20:1","PC_18:1_20:1","black","to",100,1,"",0,"black",-1.26446343639133,1.49037874090284,"yes",-1.18827078911092,1.38635524321937,"yes"
"DAG_18:1_20:2","PE_18:1_20:2","black","to",100,1,"",0,"black",-2.50386578806478,1.80030361415064,"yes",-2.52107849257267,1.79430859556771,"yes"
"PE_18:1_20:2","PC_18:1_20:2","black","to",100,1,"",0,"black",-2.52107849257267,1.79430859556771,"yes",-2.45219564689097,1.80030361415064,"yes"
"DAG_18:1_22:6","PE_18:1_22:6","black","to",100,1,"",0,"black",4.1762072740188,1.22295190253531,"no",4.48368608553806,1.26642076065561,"no"
"PE_18:1_22:6","PC_18:1_22:6","black","to",100,1,"",0,"black",4.48368608553806,1.26642076065561,"no",3.94857814243513,1.07077789112949,"no"
"PA_18:1_19:1","PI_18:1_19:1","#0000FF","to",100,12,"",0,"black",-3.37902409991948,2.12740452839191,"yes",-3.09042745867683,2.12740452839191,"yes"
"PI_18:1_19:1","DAG_18:1_19:1","#0000FF","to",100,12,"",0,"black",-3.09042745867683,2.12740452839191,"yes",-3.44197998514468,2.12740452839191,"yes"
"PA_18:1_20:1","PI_18:1_20:1","#7272FF","to",100,8,"",0,"black",-1.22868233880769,1.48852707890005,"yes",-1.30530726115206,1.52161750061226,"yes"
"PI_18:1_20:1","DAG_18:1_20:1","#7272FF","to",100,8,"",0,"black",-1.30530726115206,1.52161750061226,"yes",-1.23335239220461,1.49037874090284,"yes"
"PA_18:1_20:2","PI_18:1_20:2","#3939FF","to",100,10,"",0,"black",-2.48959191632964,1.80030361415064,"yes",-2.50708825330738,1.72823252727121,"yes"
"PI_18:1_20:2","DAG_18:1_20:2","#3939FF","to",100,10,"",0,"black",-2.50708825330738,1.72823252727121,"yes",-2.50386578806478,1.80030361415064,"yes"
"PA_18:1_22:6","PI_18:1_22:6","#FF3939","to",100,10,"",0,"black",4.1762072740188,1.22295190253531,"no",4.58587433644128,1.26553506294124,"no"
"PI_18:1_22:6","DAG_18:1_22:6","#FF3939","to",100,10,"",0,"black",4.58587433644128,1.26553506294124,"no",4.1762072740188,1.22295190253531,"no"
"PC_16:0_16:0","PS_16:0_16:0","black","to",100,1,"",0,"black",1.09097911371763,1.72823252727121,"yes",0.12486354675066,0.0536994395297723,"no"
"PS_16:0_16:0","PE_16:0_16:0","black","to",100,1,"",0,"black",0.12486354675066,0.0536994395297723,"no",1.05971985891054,1.72823252727121,"yes"
"PE_16:0_16:0","LPE_16:0","black","to",100,1,"",0,"black",1.05971985891054,1.72823252727121,"yes",-0.161676558248116,0.0628861174489004,"no"
"PC_18:0_22:6","PS_18:0_22:6","#FF0000","to",100,12,"",0,"black",4.82870735006373,1.94433645685932,"yes",4.81072230919099,2.12740452839191,"yes"
"PE_18:0_22:6","LPE_18:0","black","to",100,1,"Decrease",40,"blue",4.94482684125688,2.12740452839191,"yes",0.151785133419141,0.0628861174489004,"no"
"PC_18:1_19:1","PS_18:1_19:1","black","to",100,1,"",0,"black",-3.58922161768942,2.13630193281158,"yes",-3.37650995789458,0.908371964575084,"no"
"PE_18:1_19:1","LPE_18:1","black","to",100,1,"",0,"black",-3.18531430519606,2.0235842235706,"yes",-0.439168211983052,0.257588344318459,"no"
"PC_18:1_20:1","PS_18:1_20:1","#7272FF","to",100,8,"",0,"black",-1.18827078911092,1.38635524321937,"yes",-1.91071936416634,1.84778714623989,"yes"
"PE_18:1_20:1","LPE_18:1","black","to",100,1,"",0,"black",-1.26446343639133,1.49037874090284,"yes",-0.439168211983052,0.257588344318459,"no"
"PC_18:1_20:2","PS_18:1_20:2","#3939FF","to",100,10,"",0,"black",-2.45219564689097,1.80030361415064,"yes",-3.29452518101792,1.76455201551352,"yes"
"PE_18:1_20:2","LPE_18:1","black","to",100,1,"",0,"black",-2.52107849257267,1.79430859556771,"yes",-0.439168211983052,0.257588344318459,"no"
"PC_18:1_22:6","PS_18:1_22:6","#FF3939","to",100,10,"",0,"black",3.94857814243513,1.07077789112949,"no",5.24918590864555,1.22295190253531,"no"
"PS_18:1_22:6","PE_18:1_22:6","#FF3939","to",100,10,"",0,"black",5.24918590864555,1.22295190253531,"no",4.48368608553806,1.26642076065561,"no"
"PE_18:1_22:6","LPE_18:1","black","to",100,1,"",0,"black",4.48368608553806,1.26642076065561,"no",-0.439168211983052,0.257588344318459,"no"
"G3P","LPA_22:6","black","to",100,1,"Increase",40,"red",-0.101231094909856,0.474215351144453,"no",5.26990439613525,1.9039842195194,"yes"
"LPA_22:6","PA_18:0_22:6","#FF0000","to",100,12,"",0,"black",5.26990439613525,1.9039842195194,"yes",4.49149837144908,2.08878028669036,"yes"
"PE_18:0_22:6","LPE_22:6","#FF0000","to",100,12,"",0,"black",4.94482684125688,2.12740452839191,"yes",6.95006224973679,0.807726607471871,"no"
"LPA_22:6","PA_18:1_22:6","#FF3939","to",100,10,"",0,"black",5.26990439613525,1.9039842195194,"yes",4.1762072740188,1.22295190253531,"no"
"PE_18:1_22:6","LPE_22:6","#FF3939","to",100,10,"",0,"black",4.48368608553806,1.26642076065561,"no",6.95006224973679,0.807726607471871,"no"
"PI_18:0_22:6","LPI_18:0","black","to",100,1,"Decrease",40,"blue",4.51727880132984,2.08878028669036,"yes",0.0633039483860445,0.0366031669979892,"no"
"PI_18:1_19:1","LPI_18:1","black","to",100,1,"",0,"black",-3.09042745867683,2.12740452839191,"yes",-0.0865419672269844,0.0366031669979892,"no"
"PI_18:1_20:1","LPI_18:1","black","to",100,1,"",0,"black",-1.30530726115206,1.52161750061226,"yes",-0.0865419672269844,0.0366031669979892,"no"
"PI_18:1_20:2","LPI_18:1","black","to",100,1,"",0,"black",-2.50708825330738,1.72823252727121,"yes",-0.0865419672269844,0.0366031669979892,"no"
"PI_18:1_22:6","LPI_18:1","black","to",100,1,"",0,"black",4.58587433644128,1.26553506294124,"no",-0.0865419672269844,0.0366031669979892,"no"
"PS_18:0_22:6","LPS_18:0","black","to",100,1,"",0,"black",4.81072230919099,2.12740452839191,"yes",-0.334337460202692,0.0724051832662476,"no"
"PS_18:1_19:1","LPS_18:1","black","to",100,1,"",0,"black",-3.37650995789458,0.908371964575084,"no",0.290554065864822,0.0628861174489004,"no"
"PS_18:1_20:1","LPS_18:1","black","to",100,1,"",0,"black",-1.91071936416634,1.84778714623989,"yes",0.290554065864822,0.0628861174489004,"no"
"PS_18:1_20:2","LPS_18:1","black","to",100,1,"",0,"black",-3.29452518101792,1.76455201551352,"yes",0.290554065864822,0.0628861174489004,"no"
"PS_18:0_22:6","LPS_22:6","black","to",100,1,"",0,"black",4.81072230919099,2.12740452839191,"yes",7,0.570146156214603,"no"
"G3P","LPA_19:1","black","to",100,1,"Decrease",40,"blue",-0.101231094909856,0.474215351144453,"no",-3.66165165393548,2.12740452839191,"yes"
"LPA_19:1","PA_18:1_19:1","#0000FF","to",100,12,"",0,"black",-3.66165165393548,2.12740452839191,"yes",-3.37902409991948,2.12740452839191,"yes"
"LPA_20:1","PA_18:1_20:1","#7272FF","to",100,8,"",0,"black",-1.03256570980844,1.87540539048433,"yes",-1.22868233880769,1.48852707890005,"yes"
"LPA_20:2","PA_18:1_20:2","black","to",100,1,"",0,"black",-1.89787659941274,1.52161750061226,"yes",-2.48959191632964,1.80030361415064,"yes"
"PC_18:1_20:2","PG_18:1_20:2","black","to",100,1,"",0,"black",-2.45219564689097,1.80030361415064,"yes",-7,1.04265880182551,"no"
"PA_18:1_20:2","PG_18:1_20:2","black","to",100,1,"",0,"black",-2.48959191632964,1.80030361415064,"yes",-7,1.04265880182551,"no"
